LECROYHDO6104A,17988,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,16-Apr-2023 00:22:34,0                 
Time,Ampl
-1.993876e-08,-0.0048375
-1.983876e-08,-0.004075
-1.973876e-08,-0.0035
-1.963876e-08,-0.0032625
-1.953876e-08,-0.003375
-1.943876e-08,-0.003725
-1.933876e-08,-0.0041
-1.923876e-08,-0.0043125
-1.913876e-08,-0.0042625
-1.903876e-08,-0.0040125
-1.893876e-08,-0.0037
-1.883876e-08,-0.003475
-1.873876e-08,-0.0034375
-1.863876e-08,-0.0036
-1.853876e-08,-0.0039
-1.843876e-08,-0.0042125
-1.833876e-08,-0.00445
-1.823876e-08,-0.00455
-1.813876e-08,-0.0045
-1.803876e-08,-0.0043125
-1.793876e-08,-0.004025
-1.783876e-08,-0.003675
-1.773876e-08,-0.0033
-1.763876e-08,-0.0029625
-1.753876e-08,-0.00275
-1.743876e-08,-0.0027125
-1.733876e-08,-0.0029
-1.723876e-08,-0.00325
-1.713876e-08,-0.0036625
-1.703876e-08,-0.0039875
-1.693876e-08,-0.0041
-1.683876e-08,-0.0039375
-1.673876e-08,-0.0035625
-1.663876e-08,-0.0031
-1.653876e-08,-0.0027
-1.643876e-08,-0.0025
-1.633876e-08,-0.00255
-1.623876e-08,-0.0027875
-1.613876e-08,-0.0031
-1.603876e-08,-0.00335
-1.593876e-08,-0.0034125
-1.583876e-08,-0.00325
-1.573876e-08,-0.0029
-1.563876e-08,-0.0024375
-1.553876e-08,-0.001975
-1.543876e-08,-0.001625
-1.533876e-08,-0.0015
-1.523876e-08,-0.001625
-1.513876e-08,-0.001975
-1.503876e-08,-0.00245
-1.493876e-08,-0.0029
-1.483876e-08,-0.0031625
-1.473876e-08,-0.0031375
-1.463876e-08,-0.0028125
-1.453876e-08,-0.0023
-1.443876e-08,-0.0018125
-1.433876e-08,-0.00155
-1.423876e-08,-0.0016625
-1.413876e-08,-0.0021
-1.403876e-08,-0.0027125
-1.393876e-08,-0.0032375
-1.383876e-08,-0.00345
-1.373876e-08,-0.0033
-1.363876e-08,-0.0028625
-1.353876e-08,-0.0024
-1.343876e-08,-0.00215
-1.333876e-08,-0.0023
-1.323876e-08,-0.0028375
-1.313876e-08,-0.003575
-1.303876e-08,-0.004275
-1.293876e-08,-0.0047
-1.283876e-08,-0.0047875
-1.273876e-08,-0.004625
-1.263876e-08,-0.0044
-1.253876e-08,-0.0043
-1.243876e-08,-0.004425
-1.233876e-08,-0.004725
-1.223876e-08,-0.0050625
-1.213876e-08,-0.0053
-1.203876e-08,-0.005375
-1.193876e-08,-0.0053125
-1.183876e-08,-0.0052625
-1.173876e-08,-0.0053
-1.163876e-08,-0.00545
-1.153876e-08,-0.0056375
-1.143876e-08,-0.0056875
-1.133876e-08,-0.0055
-1.123876e-08,-0.005075
-1.113876e-08,-0.0045625
-1.103876e-08,-0.004175
-1.093876e-08,-0.0041
-1.083876e-08,-0.0044
-1.073876e-08,-0.0049625
-1.063876e-08,-0.0055375
-1.053876e-08,-0.0059
-1.043876e-08,-0.0058875
-1.033876e-08,-0.00555
-1.023876e-08,-0.005075
-1.013876e-08,-0.0047
-1.003876e-08,-0.004625
-9.938765e-09,-0.0048625
-9.838765e-09,-0.0053
-9.738765e-09,-0.0057
-9.638765e-09,-0.005875
-9.538765e-09,-0.0057375
-9.438765e-09,-0.0053625
-9.338765e-09,-0.0049
-9.238765e-09,-0.00455
-9.138765e-09,-0.0044125
-9.038765e-09,-0.0044875
-8.938765e-09,-0.0047
-8.838765e-09,-0.004925
-8.738765e-09,-0.0050875
-8.638765e-09,-0.0051375
-8.538765e-09,-0.0051
-8.438765e-09,-0.005
-8.338765e-09,-0.0048625
-8.238765e-09,-0.004625
-8.138765e-09,-0.0043
-8.038765e-09,-0.003875
-7.938765e-09,-0.003425
-7.838765e-09,-0.0030625
-7.738765e-09,-0.0029
-7.638765e-09,-0.003
-7.538765e-09,-0.003325
-7.438765e-09,-0.00375
-7.338765e-09,-0.0041
-7.238765e-09,-0.0042625
-7.138765e-09,-0.0041875
-7.038765e-09,-0.0039625
-6.938765e-09,-0.0037
-6.838765e-09,-0.00355
-6.738765e-09,-0.0035875
-6.638765e-09,-0.0038
-6.538765e-09,-0.0041
-6.438765e-09,-0.004375
-6.338765e-09,-0.0045375
-6.238765e-09,-0.0045625
-6.138765e-09,-0.0045
-6.038765e-09,-0.004425
-5.938765e-09,-0.0044375
-5.838765e-09,-0.0046
-5.738765e-09,-0.0049
-5.638765e-09,-0.0053
-5.538765e-09,-0.0057125
-5.438765e-09,-0.0060125
-5.338765e-09,-0.0061
-5.238765e-09,-0.0059
-5.138765e-09,-0.0053625
-5.038765e-09,-0.0045375
-4.938765e-09,-0.0035
-4.838765e-09,-0.0024
-4.738765e-09,-0.0014
-4.638765e-09,-0.000625
-4.538765e-09,-0.0001
-4.438765e-09,0.0002125
-4.338765e-09,0.000425
-4.238765e-09,0.0006875
-4.138765e-09,0.0011
-4.038765e-09,0.0016875
-3.938765e-09,0.0023875
-3.838765e-09,0.0031
-3.738765e-09,0.0037
-3.638765e-09,0.0041125
-3.538765e-09,0.0043125
-3.438765e-09,0.0043
-3.338765e-09,0.0041
-3.238765e-09,0.0037375
-3.138765e-09,0.003225
-3.038765e-09,0.0026
-2.938765e-09,0.0019
-2.838765e-09,0.0012
-2.738765e-09,0.0005625
-2.638765e-09,1.25e-05
-2.538765e-09,-0.0005
-2.438765e-09,-0.0011
-2.338765e-09,-0.001925
-2.238765e-09,-0.0030625
-2.138765e-09,-0.0045
-2.038765e-09,-0.0060625
-1.938765e-09,-0.007475
-1.838765e-09,-0.008475
-1.738765e-09,-0.0089
-1.638765e-09,-0.0087625
-1.538765e-09,-0.0082625
-1.438765e-09,-0.007675
-1.338765e-09,-0.0073
-1.238765e-09,-0.0072625
-1.138765e-09,-0.0075125
-1.038765e-09,-0.0078875
-9.38765e-10,-0.0081
-8.38765e-10,-0.007975
-7.38765e-10,-0.0074375
-6.38765e-10,-0.00655
-5.38765e-10,-0.0055
-4.38765e-10,-0.0044625
-3.38765e-10,-0.0035875
-2.38765e-10,-0.0029375
-1.38765e-10,-0.0025
-3.876498e-11,-0.00225
6.123502e-11,-0.002175
1.61235e-10,-0.00225
2.61235e-10,-0.0025
3.61235e-10,-0.0028875
4.61235e-10,-0.0033625
5.61235e-10,-0.0038625
6.61235e-10,-0.0043
7.61235e-10,-0.0046625
8.61235e-10,-0.00495
9.61235e-10,-0.005225
1.061235e-09,-0.0055
1.161235e-09,-0.005775
1.261235e-09,-0.0060125
1.361235e-09,-0.006125
1.461235e-09,-0.0061
1.561235e-09,-0.00595
1.661235e-09,-0.005775
1.761235e-09,-0.005675
1.861235e-09,-0.0057
1.961235e-09,-0.0058375
2.061235e-09,-0.0059875
2.161235e-09,-0.0059875
2.261235e-09,-0.0057
2.361235e-09,-0.0051125
2.461235e-09,-0.0043
2.561235e-09,-0.00345
2.661235e-09,-0.0027
2.761235e-09,-0.002175
2.861235e-09,-0.001875
2.961235e-09,-0.0016875
3.061235e-09,-0.0015
3.161235e-09,-0.001225
3.261235e-09,-0.000875
3.361235e-09,-0.000525
3.461235e-09,-0.0003
3.561235e-09,-0.000275
3.661235e-09,-0.0004625
3.761235e-09,-0.000775
3.861235e-09,-0.0011
3.961235e-09,-0.0013625
4.061235e-09,-0.0015375
4.161235e-09,-0.0016875
4.261235e-09,-0.0019
4.361235e-09,-0.002225
4.461235e-09,-0.0026375
4.561235e-09,-0.0030375
4.661235e-09,-0.0033
4.761235e-09,-0.003325
4.861235e-09,-0.0031
4.961235e-09,-0.0027
5.061235e-09,-0.0023
5.161235e-09,-0.00205
5.261235e-09,-0.00205
5.361235e-09,-0.0023
5.461235e-09,-0.0027
5.561235e-09,-0.0030875
5.661235e-09,-0.0033
5.761235e-09,-0.0032375
5.861235e-09,-0.0029
5.961235e-09,-0.00235
6.061235e-09,-0.0017375
6.161235e-09,-0.0012125
6.261235e-09,-0.0009
6.361235e-09,-0.0008875
6.461235e-09,-0.00115
6.561235e-09,-0.0016125
6.661235e-09,-0.0021
6.761235e-09,-0.0024625
6.861235e-09,-0.0025875
6.961235e-09,-0.002425
7.061235e-09,-0.0021
7.161235e-09,-0.0017625
7.261235e-09,-0.0016125
7.361235e-09,-0.0017875
7.461235e-09,-0.0023
7.561235e-09,-0.0030125
